Ticker,Empresa,Setor (brapi),Subsetor (yfinance),País,Tipo,Market Cap,Logo
AGRO3.SA,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Finance,Farm Products,Brazil,stock,R$ 2.00 Bi,https://icons.brapi.dev/icons/AGRO3.svg
MDNE3.SA,Moura Dubeux Engenharia S.A.,Finance,Real Estate Services,Brazil,stock,R$ 1.85 Bi,https://icons.brapi.dev/icons/MDNE3.svg
EVEN3.SA,Even Construtora e Incorporadora S.A.,Finance,Real Estate - Development,Brazil,stock,R$ 1.44 Bi,https://icons.brapi.dev/icons/EVEN3.svg
PINE3.SA,Banco Pine S.A.,Finance,Banks - Regional,Brazil,stock,R$ 1.29 Bi,https://icons.brapi.dev/icons/PINE3.svg
PINE4.SA,Banco Pine S.A.,Finance,Banks - Regional,Brazil,stock,R$ 1.29 Bi,https://icons.brapi.dev/icons/PINE4.svg
ARML3.SA,"Armac Locação, Logística e Serviços S.A.",Finance,Rental & Leasing Services,Brazil,stock,R$ 1.26 Bi,https://icons.brapi.dev/icons/ARML3.svg
WIZC3.SA,Wiz Co Participações e Corretagem de Seguros S.A.,Finance,Insurance Brokers,Brazil,stock,R$ 1.23 Bi,https://icons.brapi.dev/icons/WIZC3.svg
LAND3.SA,Terra Santa Propriedades Agrícolas S.A.,Finance,Farm Products,Brazil,stock,R$ 0.99 Bi,https://icons.brapi.dev/icons/LAND3.svg
SYNE3.SA,Syn Prop & Tech S.A.,Finance,Real Estate - Diversified,Brazil,stock,R$ 0.98 Bi,https://icons.brapi.dev/icons/SYNE3.svg
SCAR3.SA,São Carlos Empreendimentos e Participações S.A.,Finance,Real Estate Services,Brazil,stock,R$ 0.98 Bi,https://icons.brapi.dev/icons/SCAR3.svg
BGIP4.SA,Banco do Estado de Sergipe S.A.,Finance,Banks - Regional,Brazil,stock,R$ 0.62 Bi,https://icons.brapi.dev/icons/BGIP4.svg
MTRE3.SA,Mitre Realty Empreendimentos e Participações S.A.,Finance,Real Estate - Development,Brazil,stock,R$ 0.41 Bi,https://icons.brapi.dev/icons/MTRE3.svg
RPAD6.SA,Alfa Holdings S.A.,Finance,Conglomerates,Brazil,stock,R$ 0.39 Bi,https://icons.brapi.dev/icons/BRAPI.svg
HBRE3.SA,HBR Realty Empreendimentos Imobiliários S.A.,Finance,Real Estate Services,Brazil,stock,R$ 0.35 Bi,https://icons.brapi.dev/icons/HBRE3.svg
AVLL3.SA,Alphaville S.A.,Finance,Real Estate - Development,Brazil,stock,R$ 0.34 Bi,https://icons.brapi.dev/icons/BRAPI.svg
ADMF3.SA,CIABRASF - Cia. Brasileira de Serviços Financeiros S.A.,Finance,Asset Management,Brazil,stock,R$ 0.22 Bi,https://icons.brapi.dev/icons/BRAPI.svg
HBTS5.SA,Companhia Habitasul de Participações,Finance,Real Estate Services,Brazil,stock,R$ 0.17 Bi,https://icons.brapi.dev/icons/BRAPI.svg
GFSA3.SA,Gafisa S.A.,Finance,Residential Construction,Brazil,stock,R$ 0.14 Bi,https://icons.brapi.dev/icons/GFSA3.svg
RDNI3.SA,RNI Negócios Imobiliários S.A.,Finance,Real Estate - Development,Brazil,stock,R$ 0.10 Bi,https://icons.brapi.dev/icons/RDNI3.svg
TCSA3.SA,Tecnisa S.A.,Finance,Real Estate - Development,Brazil,stock,R$ 0.09 Bi,https://icons.brapi.dev/icons/TCSA3.svg
NEXP3.SA,Nexpe Participações S.A.,Finance,Real Estate Services,Brazil,stock,R$ 0.01 Bi,https://icons.brapi.dev/icons/NEXP3.svg
PDGR3.SA,PDG Realty S.A. Empreendimentos e Participações,Finance,Real Estate - Development,Brazil,stock,R$ 0.01 Bi,https://icons.brapi.dev/icons/PDGR3.svg
TAEE3.SA,Transmissora Aliança de Energia Elétrica S.A.,Industrial Services,Utilities - Regulated Electric,Brazil,stock,R$ 11.87 Bi,https://icons.brapi.dev/icons/TAEE3.svg
TAEE4.SA,Transmissora Aliança de Energia Elétrica S.A.,Industrial Services,Utilities - Regulated Electric,Brazil,stock,R$ 11.87 Bi,https://icons.brapi.dev/icons/TAEE4.svg
LOGG3.SA,LOG Commercial Properties e Participações S.A.,Industrial Services,Real Estate Services,Brazil,stock,R$ 1.80 Bi,https://icons.brapi.dev/icons/LOGG3.svg
PRNR3.SA,Priner Serviços Industriais S.A.,Industrial Services,Engineering & Construction,Brazil,stock,R$ 0.68 Bi,https://icons.brapi.dev/icons/PRNR3.svg
MELK3.SA,Melnick Desenvolvimento Imobiliário S.A.,Industrial Services,Real Estate Services,Brazil,stock,R$ 0.67 Bi,https://icons.brapi.dev/icons/MELK3.svg
AZEV4.SA,Azevedo & Travassos S.A.,Industrial Services,Engineering & Construction,Brazil,stock,R$ 0.32 Bi,https://icons.brapi.dev/icons/AZEV4.svg
AZEV3.SA,Azevedo & Travassos S.A.,Industrial Services,Engineering & Construction,Brazil,stock,R$ 0.32 Bi,https://icons.brapi.dev/icons/AZEV3.svg
AZTE3.SA,Azevedo & Travassos Energia S.A.,Industrial Services,Oil & Gas E&P,Brazil,stock,R$ 0.10 Bi,https://icons.brapi.dev/icons/AZTE3.svg
INEP3.SA,Inepar S.A. Indústria e Construções,Industrial Services,Specialty Industrial Machinery,Brazil,stock,R$ 0.09 Bi,https://icons.brapi.dev/icons/INEP3.svg
INEP4.SA,Inepar S.A. Indústria e Construções,Industrial Services,Specialty Industrial Machinery,Brazil,stock,R$ 0.09 Bi,https://icons.brapi.dev/icons/INEP4.svg
OSXB3.SA,OSX Brasil S.A.,Industrial Services,Oil & Gas Equipment & Services,Brazil,stock,R$ 0.01 Bi,https://icons.brapi.dev/icons/OSXB3.svg
ELET3.SA,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities,Utilities - Renewable,Brazil,stock,R$ 90.39 Bi,https://icons.brapi.dev/icons/ELET3.svg
ELET6.SA,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities,Utilities - Renewable,Brazil,stock,R$ 90.39 Bi,https://icons.brapi.dev/icons/ELET6.svg
SBSP3.SA,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,Utilities - Regulated Water,Brazil,stock,R$ 78.64 Bi,https://icons.brapi.dev/icons/SBSP3.svg
CPFE3.SA,CPFL Energia S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 46.47 Bi,https://icons.brapi.dev/icons/CPFE3.svg
EQTL3.SA,Equatorial S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 44.16 Bi,https://icons.brapi.dev/icons/EQTL3.svg
EGIE3.SA,Engie Brasil Energia S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 36.74 Bi,https://icons.brapi.dev/icons/EGIE3.svg
CPLE3.SA,Companhia Paranaense de Energia - COPEL,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 35.30 Bi,https://icons.brapi.dev/icons/CPLE3.svg
CPLE6.SA,Companhia Paranaense de Energia - COPEL,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 35.30 Bi,https://icons.brapi.dev/icons/CPLE6.svg
CMIG3.SA,Companhia Energética de Minas Gerais - CEMIG,Utilities,Utilities - Diversified,Brazil,stock,R$ 34.51 Bi,https://icons.brapi.dev/icons/CMIG3.svg
CMIG4.SA,Companhia Energética de Minas Gerais - CEMIG,Utilities,Utilities - Diversified,Brazil,stock,R$ 34.51 Bi,https://icons.brapi.dev/icons/CMIG4.svg
NEOE3.SA,Neoenergia S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 30.24 Bi,https://icons.brapi.dev/icons/NEOE3.svg
ENEV3.SA,Eneva S.A.,Utilities,Utilities - Diversified,Brazil,stock,R$ 25.82 Bi,https://icons.brapi.dev/icons/ENEV3.svg
ENGI4.SA,Energisa S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 23.03 Bi,https://icons.brapi.dev/icons/ENGI4.svg
ENGI3.SA,Energisa S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 23.03 Bi,https://icons.brapi.dev/icons/ENGI3.svg
ISAE3.SA,ISA Energía Brasil S.A.,Utilities,Utilities - Independent Power Producers,Brazil,stock,R$ 16.94 Bi,https://icons.brapi.dev/icons/ISAE3.svg
ISAE4.SA,ISA Energía Brasil S.A.,Utilities,Utilities - Independent Power Producers,Brazil,stock,R$ 16.94 Bi,https://icons.brapi.dev/icons/ISAE4.svg
ENMT3.SA,Energisa Mato Grosso - Distribuidora de Energia S/A,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 16.15 Bi,https://icons.brapi.dev/icons/BRAPI.svg
REDE3.SA,Rede Energia Participações S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 13.99 Bi,https://icons.brapi.dev/icons/BRAPI.svg
CSAN3.SA,Cosan S.A.,Utilities,Oil & Gas Refining & Marketing,Brazil,stock,R$ 12.53 Bi,https://icons.brapi.dev/icons/CSAN3.svg
EQPA3.SA,Equatorial Pará Distribuidora de Energia S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 12.53 Bi,https://icons.brapi.dev/icons/EQPA3.svg
SAPR3.SA,Companhia de Saneamento do Paraná - SANEPAR,Utilities,Utilities - Regulated Water,Brazil,stock,R$ 11.43 Bi,https://icons.brapi.dev/icons/SAPR3.svg
SAPR4.SA,Companhia de Saneamento do Paraná - SANEPAR,Utilities,Utilities - Regulated Water,Brazil,stock,R$ 11.43 Bi,https://icons.brapi.dev/icons/SAPR4.svg
AURE3.SA,Auren Energia S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 10.43 Bi,https://icons.brapi.dev/icons/AURE3.svg
ALUP3.SA,Alupar Investimento S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 10.40 Bi,https://icons.brapi.dev/icons/ALUP3.svg
ALUP4.SA,Alupar Investimento S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 10.40 Bi,https://icons.brapi.dev/icons/ALUP4.svg
CSMG3.SA,Companhia de Saneamento de Minas Gerais,Utilities,Utilities - Regulated Water,Brazil,stock,R$ 10.39 Bi,https://icons.brapi.dev/icons/CSMG3.svg
CEEB3.SA,Companhia de Eletricidade do Estado da Bahia - COELBA,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 9.85 Bi,https://icons.brapi.dev/icons/BRAPI.svg
EKTR4.SA,Elektro Redes S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 8.01 Bi,https://icons.brapi.dev/icons/BRAPI.svg
SRNA3.SA,Serena Energia S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 7.25 Bi,https://icons.brapi.dev/icons/SRNA3.svg
ORVR3.SA,Orizon Valorização de Resíduos S.A.,Utilities,Waste Management,Brazil,stock,R$ 5.14 Bi,https://icons.brapi.dev/icons/ORVR3.svg
CLSC4.SA,Centrais Elétricas de Santa Catarina S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 3.76 Bi,https://icons.brapi.dev/icons/CLSC4.svg
LIGT3.SA,Light S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 3.44 Bi,https://icons.brapi.dev/icons/LIGT3.svg
GEPA4.SA,Rio Paranapanema Energia S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 3.29 Bi,https://icons.brapi.dev/icons/BRAPI.svg
COCE5.SA,Companhia Energética do Ceará - COELCE,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 2.08 Bi,https://icons.brapi.dev/icons/COCE5.svg
CEBR5.SA,Companhia Energética de Brasília - CEB,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 1.42 Bi,https://icons.brapi.dev/icons/CEBR5.svg
CEBR3.SA,Companhia Energética de Brasília - CEB,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 1.42 Bi,https://icons.brapi.dev/icons/CEBR3.svg
CEBR6.SA,Companhia Energética de Brasília - CEB,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 1.42 Bi,https://icons.brapi.dev/icons/CEBR6.svg
EMAE4.SA,Empresa Metropolitana de Águas e Energia S.A.,Utilities,Utilities - Diversified,Brazil,stock,R$ 0.67 Bi,https://icons.brapi.dev/icons/EMAE4.svg
AFLT3.SA,Afluente Transmissão de Energia Elétrica S.A.,Utilities,Utilities - Regulated Electric,Brazil,stock,R$ 0.44 Bi,https://icons.brapi.dev/icons/BRAPI.svg
RNEW4.SA,Renova Energia S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 0.34 Bi,https://icons.brapi.dev/icons/RNEW4.svg
RNEW3.SA,Renova Energia S.A.,Utilities,Utilities - Renewable,Brazil,stock,R$ 0.34 Bi,https://icons.brapi.dev/icons/RNEW3.svg
